,,pearson,pearson,rmse,rmse,ndcg@10,ndcg@10
,,mean,std,mean,std,mean,std
loss,batch_size,,,,,,
mse,-1,0.5685189441358439,0.27645796619311586,7.623551135832162,10.749639935419928,0.7709037598313834,0.18346598270194153
mse,32,0.5685142481489456,0.26756377002732873,7.615668483298529,10.582517101062347,0.7729884321184944,0.17398555882410868
mse,128,0.5676346287231449,0.2846396445709845,7.604359110166344,10.684394160428317,0.7739923591512454,0.17817771148910289
mse,512,0.5690454117052917,0.2765529630247541,7.625724328727302,10.749739246629435,0.7713887321400749,0.18379932280189196
pearson,-1,0.5781902146320069,0.2630433809922476,7.559575724536916,10.573256942045901,0.7820759814986625,0.17206515094304572
pearson,32,0.5773580508530255,0.26146670449035037,7.6137475060948985,10.696291818643228,0.775164310735636,0.179811980405478
pearson,128,0.5776788389129244,0.2609575526589517,7.61608968235562,10.70315347591361,0.7754063605948922,0.17972360699239195
pearson,512,0.5789650701130539,0.2635065981831554,7.554125521242724,10.574059722906014,0.7820138198245268,0.17202926590938028
